
7, 1, 0.6580501021232175
7, 2, 0.29240710249836827
7, 3, 0.15258010849609777
7, 4, 0.06394811265830995
7, 5, 0.02958308795468998
7, 6, 0.012358078010856437
5, 1, 0.5721952855874001
5, 2, 0.25422720632831974
5, 3, 0.1335756044699881
5, 4, 0.049675519761061895
34, 1, 0.7154638544540385
34, 2, 0.33058989293255453
34, 3, 0.16021615470525316
34, 4, 0.06699661174208282
34, 5, 0.02883601052410957
34, 6, 0.012819370185001766
34, 7, 0.005986648602213255
34, 8, 0.0028841660027086173
34, 9, 0.001021570840078449
34, 10, 0.00042827157948538885
29, 1, 0.3636868757737838
29, 2, 0.1697626423842369
29, 3, 0.08727913156980054
29, 4, 0.036782237588905586
29, 5, 0.017111321620619208
29, 6, 0.00668866037121248
29, 7, 0.002756267542999858
29, 8, 0.0011815911682235478
29, 9, 0.00041739776989404583
29, 10, 0.00019745153804307298
2, 1, 0.46194142944667144
12, 1, 0.5286582920613878
12, 2, 0.24644666661098805
12, 3, 0.12964311528527586
12, 4, 0.05407887807351942
12, 5, 0.02551985717298844
12, 6, 0.010936983747465722
12, 7, 0.004805869575905857
12, 8, 0.002138984217262095
12, 9, 0.0007962127781093634
12, 10, 0.0003482478172679398
9, 1, 0.5161741763803251
9, 2, 0.23584645179423422
9, 3, 0.12806969850150868
9, 4, 0.04785989753327518
9, 5, 0.020533112253114258
9, 6, 0.008469207482971811
9, 7, 0.0035616691312407548
9, 8, 0.001472768030278947
5, 1, 0.5144723158220961
5, 2, 0.25622233319400367
5, 3, 0.12852279495665558
5, 4, 0.05051963467025447
2, 1, 0.42496466124588367
7, 1, 0.6747502149668219
7, 2, 0.3201863515074179
7, 3, 0.1650121761475775
7, 4, 0.06522626949995942
7, 5, 0.02855434728242114
7, 6, 0.012086887160094316
4, 1, 0.5217479317833966
4, 2, 0.23191775063547296
4, 3, 0.10904815290353953
11, 1, 0.6466414957785697
11, 2, 0.2953260139987117
11, 3, 0.16087592364436584
11, 4, 0.06534857763925866
11, 5, 0.028578066131172548
11, 6, 0.01219971762256211
11, 7, 0.005045304831484064
11, 8, 0.0022469195384994876
11, 9, 0.0007658836408584266
11, 10, 0.0003706406852188652
3, 1, 0.5015510302011255
3, 2, 0.21821474401333635
11, 1, 0.7137853415766241
11, 2, 0.3224588596107412
11, 3, 0.15982642224741858
11, 4, 0.06914900822341756
11, 5, 0.03202893662975338
11, 6, 0.013212415502422182
11, 7, 0.005453581103420439
11, 8, 0.0025039817671566504
11, 9, 0.0009019183336735912
11, 10, 0.00039229911273076166
9, 1, 0.667981583624074
9, 2, 0.30186283596884694
9, 3, 0.15637453769119775
9, 4, 0.0569788183122067
9, 5, 0.02641998213586668
9, 6, 0.009970557447144703
9, 7, 0.004198319791170422
9, 8, 0.001840420158246538
26, 1, 0.6361509811244114
26, 2, 0.29307418196367163
26, 3, 0.15588347917844134
26, 4, 0.06007106831170279
26, 5, 0.027528585704663343
26, 6, 0.01157712722621859
26, 7, 0.005149761630096524
26, 8, 0.002312416431833256
26, 9, 0.0007800662693433177
26, 10, 0.0003690198802513438
5, 1, 0.5303773379213739
5, 2, 0.23315800945450868
5, 3, 0.12009965345182186
5, 4, 0.044451366754849266
34, 1, 0.5762482119046068
34, 2, 0.2684443434686535
34, 3, 0.13609977810415136
34, 4, 0.053622518757098524
34, 5, 0.024535207923270363
34, 6, 0.01011229646386416
34, 7, 0.004008664926873917
34, 8, 0.0017832200810825674
34, 9, 0.000564194088883674
34, 10, 0.00023616143066722292
11, 1, 0.3980005393037647
11, 2, 0.1761346607135547
11, 3, 0.09088184756253923
11, 4, 0.03649109408491495
11, 5, 0.017289206954878074
11, 6, 0.0070123061295080495
11, 7, 0.002753413845517188
11, 8, 0.0011993275066266309
11, 9, 0.00044059150390347857
11, 10, 0.00018214084428156823
3, 1, 0.43070825540578966
3, 2, 0.1871421945719533
2, 1, 0.47695874321072235
7, 1, 0.6630335963637348
7, 2, 0.3051646451931926
7, 3, 0.16113857398145728
7, 4, 0.06342997390552237
7, 5, 0.027868783066754877
7, 6, 0.011210679392856955
22, 1, 0.30670557967831374
22, 2, 0.1347530146627643
22, 3, 0.07136094998170216
22, 4, 0.02667738218638855
22, 5, 0.013154797490775631
22, 6, 0.005586320201340963
22, 7, 0.0024464720173946702
22, 8, 0.0011289046220523077
22, 9, 0.00037166936304046
22, 10, 0.00017208703113625465
2, 1, 0.5073305599244534
6, 1, 0.5353153873187357
6, 2, 0.2512515743885046
6, 3, 0.13246232509396982
6, 4, 0.05159878854208294
6, 5, 0.02110971587212263
29, 1, 0.4525343589041997
29, 2, 0.22701435273811282
29, 3, 0.11918425551303974
29, 4, 0.05086476416970017
29, 5, 0.023330288822416428
29, 6, 0.009613558041139867
29, 7, 0.0043820307093628795
29, 8, 0.0020612612748456866
29, 9, 0.0007626992096907677
29, 10, 0.0003249111180891402
3, 1, 0.5548318028556826
3, 2, 0.24192137544915918
3, 1, 0.5651095918999641
3, 2, 0.25138734277372254
5, 1, 0.530701887319645
5, 2, 0.2560951624147434
5, 3, 0.12246707081080052
5, 4, 0.04837123454883722
36, 1, 0.37198356028042645
36, 2, 0.17586812611148425
36, 3, 0.0893366580989827
36, 4, 0.037191256788941134
36, 5, 0.01724731199911851
36, 6, 0.00752629035789797
36, 7, 0.003260755974493391
36, 8, 0.001383504563887805
36, 9, 0.00047363135095376894
36, 10, 0.00018392217775297317
2, 1, 0.4921796571414955
2, 1, 0.5118067658543168
14, 1, 0.5822274057950182
14, 2, 0.26610089982724233
14, 3, 0.147017809237385
14, 4, 0.05624888610593957
14, 5, 0.024263077105890228
14, 6, 0.010115577117292867
14, 7, 0.004309906680909021
14, 8, 0.0021955653918438152
14, 9, 0.0007961028982834845
14, 10, 0.00032393874263640513
3, 1, 0.5410811034464178
3, 2, 0.2415699961862311
2, 1, 0.6626225141167866
5, 1, 0.569143034321776
5, 2, 0.2798582024193152
5, 3, 0.12705505616625956
5, 4, 0.050684265440461534
2, 1, 0.5839238267587649
4, 1, 0.47194431751155314
4, 2, 0.2297462867410447
4, 3, 0.11822250738825511
5, 1, 0.663270478052542
5, 2, 0.29546394706889606
5, 3, 0.15037577280979783
5, 4, 0.05753170630534944
4, 1, 0.5181718115342924
4, 2, 0.23517962635556072
4, 3, 0.11708552399122531
4, 1, 0.7121925849579509
4, 2, 0.33142099838244804
4, 3, 0.1659274873649939
15, 1, 0.5273725354783493
15, 2, 0.22247756787190925
15, 3, 0.11944820102945174
15, 4, 0.05098808577772204
15, 5, 0.022697074809213267
15, 6, 0.009866209438299007
15, 7, 0.00427307036923565
15, 8, 0.0017740542541316822
15, 9, 0.0006621010488202795
15, 10, 0.00028611560257886347
18, 1, 0.5474123519527311
18, 2, 0.2530586773109203
18, 3, 0.13620813948507335
18, 4, 0.054480158333843176
18, 5, 0.02374302921776968
18, 6, 0.010306928848499871
18, 7, 0.004200033898030038
18, 8, 0.001948152315532271
18, 9, 0.0007141422084216634
18, 10, 0.0003335746436725034
14, 1, 0.5169562003348279
14, 2, 0.23705244864061162
14, 3, 0.13066926896262931
14, 4, 0.05576663050511341
14, 5, 0.024726814485831725
14, 6, 0.011254040959327756
14, 7, 0.004783102454667371
14, 8, 0.0023067583797321068
14, 9, 0.0008034256334461427
14, 10, 0.00037129900253974626
2, 1, 0.5170084862900606
2, 1, 0.5392512937152317
6, 1, 0.49696871076867377
6, 2, 0.24449676262675799
6, 3, 0.1409853933608108
6, 4, 0.05627287350750775
6, 5, 0.022914857892139765
2, 1, 0.4691718281087133
2, 1, 0.5576094441736034
6, 1, 0.792688331096089
6, 2, 0.3640821289328612
6, 3, 0.17935802195944273
6, 4, 0.0713144989626431
6, 5, 0.030280282700035948
5, 1, 0.6873490102291783
5, 2, 0.3224098365241871
5, 3, 0.16457123333432094
5, 4, 0.062162573298507474
2, 1, 0.5141179303488534
3, 1, 0.521559086728987
3, 2, 0.23152579117580355
2, 1, 0.4511272527390325
3, 1, 0.5887283604752259
3, 2, 0.26786812582054953
2, 1, 0.5104859794521478
2, 1, 0.46744128221628367
4, 1, 0.37455625479548615
4, 2, 0.17789061964650216
4, 3, 0.09354630569950334
6, 1, 0.4884597305188719
6, 2, 0.2430661751160429
6, 3, 0.1319505828030584
6, 4, 0.04921504503039907
6, 5, 0.01968400219718927
6, 1, 0.5309338461015894
6, 2, 0.24751958442025002
6, 3, 0.12186456741306695
6, 4, 0.04322035120607716
6, 5, 0.019245228842312685
2, 1, 0.49455902222705367
2, 1, 0.5336636860174714
24, 1, 0.5678303857854984
24, 2, 0.26271697833399926
24, 3, 0.1385864276791999
24, 4, 0.05187543835270007
24, 5, 0.021982766051065132
24, 6, 0.009456189214170494
24, 7, 0.004179015455484435
24, 8, 0.001999066552538094
24, 9, 0.0007041291648817389
24, 10, 0.00028463277376416976
11, 1, 0.4727308002778404
11, 2, 0.22142189905269646
11, 3, 0.11877950661827683
11, 4, 0.04897338029216713
11, 5, 0.02266841658481443
11, 6, 0.00932858567627087
11, 7, 0.003879848264265952
11, 8, 0.001774369828730378
11, 9, 0.0005711186911827265
11, 10, 0.00023686396347171097
2, 1, 0.4965106120783062
14, 1, 0.607128058153635
14, 2, 0.30480947132823133
14, 3, 0.15953256104055386
14, 4, 0.06148835830769696
14, 5, 0.027538055538715762
14, 6, 0.011180829863840926
14, 7, 0.00465150854388167
14, 8, 0.002204246008866198
14, 9, 0.000699393383577729
14, 10, 0.00031476685342020605
5, 1, 0.37936684467454496
5, 2, 0.1640785595676792
5, 3, 0.08286118902974553
5, 4, 0.03479317177813857
2, 1, 0.5364382313347508
2, 1, 0.5363627554829312
3, 1, 0.46849063540305685
3, 2, 0.21613232359095114
13, 1, 0.5114105538854241
13, 2, 0.23097364544314058
13, 3, 0.1193885825331555
13, 4, 0.04350254577814083
13, 5, 0.019359957998461675
13, 6, 0.007898514866667997
13, 7, 0.0032696525281673615
13, 8, 0.0015521071275146484
13, 9, 0.0006198482627164555
13, 10, 0.0002941693138147682
2, 1, 0.5622265223690041
6, 1, 0.6295799130765223
6, 2, 0.3009015546942315
6, 3, 0.15667281062321725
6, 4, 0.05816419251538539
6, 5, 0.02292758285390454
11, 1, 0.37813218822958944
11, 2, 0.18287015444052387
11, 3, 0.09461491546068343
11, 4, 0.038290424581374896
11, 5, 0.016616400483538258
11, 6, 0.006690171084052095
11, 7, 0.0029914142736971925
11, 8, 0.001400884151501951
11, 9, 0.0005009682302188142
11, 10, 0.0002211812680170911
27, 1, 0.5679334783873614
27, 2, 0.24919673273765974
27, 3, 0.12698337711697533
27, 4, 0.05372713516009076
27, 5, 0.023856988871709787
27, 6, 0.01002646102385768
27, 7, 0.0038438100204035513
27, 8, 0.0018148933266789145
27, 9, 0.000627928839421937
27, 10, 0.00028499338587911126
5, 1, 0.515382412306082
5, 2, 0.24623734574139217
5, 3, 0.1296568622039802
5, 4, 0.04789671553050013
4, 1, 0.37913702152794193
4, 2, 0.1703188532509828
4, 3, 0.08798266802992939
25, 1, 0.30524032633851944
25, 2, 0.14403220948990664
25, 3, 0.07493934733499932
25, 4, 0.032318551063769546
25, 5, 0.013631918864600833
25, 6, 0.005721815360296078
25, 7, 0.00265646530503585
25, 8, 0.001292619612433033
25, 9, 0.00045791870444484136
25, 10, 0.00021317868830899155
11, 1, 0.6443866668250571
11, 2, 0.3348374371900926
11, 3, 0.17955842912060616
11, 4, 0.07365273370395665
11, 5, 0.032988581223807864
11, 6, 0.014245990934995161
11, 7, 0.006137006782816969
11, 8, 0.003051893528099181
11, 9, 0.0010914722292069711
11, 10, 0.0004565291910094375
17, 1, 0.38758233629098515
17, 2, 0.17178602337408153
17, 3, 0.08616197772321584
17, 4, 0.037626208816742335
17, 5, 0.016089884463293055
17, 6, 0.0072895351407387746
17, 7, 0.0033479283138551836
17, 8, 0.0015257793761583054
17, 9, 0.0005748680302130515
17, 10, 0.0002543620030957532
2, 1, 0.6458461013884508
9, 1, 0.3098008889695569
9, 2, 0.1451706379490556
9, 3, 0.07275348652919363
9, 4, 0.030767536442112924
9, 5, 0.013959308783489966
9, 6, 0.006055308346017793
9, 7, 0.0025601508988875982
9, 8, 0.001150991252021732
2, 1, 0.2762844159297476
2, 1, 0.2805671150453879
7, 1, 0.6102671930045035
7, 2, 0.3001504512611312
7, 3, 0.1523036392863321
7, 4, 0.05451959750700073
7, 5, 0.02690163874531062
7, 6, 0.010702465991621151
4, 1, 0.39680369967178497
4, 2, 0.18807584284801204
4, 3, 0.09359944075219849
9, 1, 0.7334448756019603
9, 2, 0.3311383135157348
9, 3, 0.17551036255075644
9, 4, 0.0734053423593781
9, 5, 0.032299552199764
9, 6, 0.013231877971295622
9, 7, 0.00553461362156511
9, 8, 0.0023218400402732937
2, 1, 0.6845622850986913
2, 1, 0.24497113975719303
10, 1, 0.4731306165045315
10, 2, 0.20291563878492613
10, 3, 0.10059528955460513
10, 4, 0.037741149474244715
10, 5, 0.01605708911694089
10, 6, 0.006941496076349819
10, 7, 0.002908696149271916
10, 8, 0.0013749677026304494
10, 9, 0.0004779005110458909
13, 1, 0.3657591990258451
13, 2, 0.18141316738298
13, 3, 0.10164186029480325
13, 4, 0.041369051642660276
13, 5, 0.018516068342158878
13, 6, 0.00856778648181083
13, 7, 0.004005834065925923
13, 8, 0.0017730445147804636
13, 9, 0.0006715381557109957
13, 10, 0.0002681822149139948
2, 1, 0.6727281344454779
4, 1, 0.7306521882630582
4, 2, 0.33816545785635727
4, 3, 0.1697912344124307
2, 1, 0.31667271171810046
3, 1, 0.6884492629278723
3, 2, 0.30150671330707446
4, 1, 0.7790525913142732
4, 2, 0.3663771259918243
4, 3, 0.17918409203714675
8, 1, 0.4090448188282946
8, 2, 0.19483602226611807
8, 3, 0.10988675403270105
8, 4, 0.04771791690547081
8, 5, 0.02182668444548266
